entityid,shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0ae17461-9c16-495e-93d7-6849956a2bb9,18810,50.488585,-104.613341,465,5.2959
0ae84a51-a262-42d7-a6d4-530e3f91d942,18938,50.442404,-104.631162,304,7.7403
0ae861ff-15e9-41fb-b006-5ec31a9bde0d,18823,50.49107,-104.638438,235,1.8234
0aea0d45-306d-42b6-bc0c-81d126105e9b,18841,50.470739,-104.623969,340,8.7041
0aee8e6f-dc13-4891-8470-a93eb1cc9552,18870,50.401477,-104.611526,76,1.7925
0aeea50b-9ec9-44d6-b238-58ab79b8f4ba,18820,50.488026,-104.63814,321,2.1702
0af527d4-ef10-4c1a-bafc-de1f1da6108f,18918,50.500692,-104.655477,62,1.1826
0af572ed-f404-4f37-80fc-2dad786f75bc,18936,50.436809,-104.631132,270,13.3525
0af70a9b-005f-4636-9c85-621c1e2c4add,18873,50.445723,-104.538193,54,0.7928
0af8b927-df31-43ac-a8b5-35f48ae8f26c,18952,50.438677,-104.638131,143,7.7607
0afb243d-c90e-471a-abcc-3598a519f00a,18824,50.49119,-104.644155,90,2.2293
0aff00b7-bab4-4a4a-ad07-21d2728c840d,18836,50.486235,-104.643894,449,16.3866
0b00d015-7808-4311-8997-1c875c634a5e,18907,50.467227,-104.673268,289,18.2574
0b013a87-4c8c-414d-82a5-9472fe9f188d,18924,50.435319,-104.605926,295,10.8999
0b013fe3-5f0f-47fd-84b3-0e654a874663,18902,50.440765,-104.603474,29,3.0759
0b0210e0-26bc-4d19-9cbd-ef2627d5c327,18888,50.47973,-104.681709,96,1.362
0b034b9e-822f-49c7-bff9-591f7c0725bc,18814,50.455199,-104.653912,36,3.4974
0b03d731-56ce-4ec1-8a88-73bcd209e062,18821,50.482094,-104.623579,47,6.3401
0b04cc1c-cc35-4f84-8a77-6bfcdfceaafb,18819,50.491454,-104.637763,256,9.5454
0b0cd37c-1679-4330-9a5c-ba5caf2db734,18932,50.447174,-104.583397,204,6.7401
0b10cc2c-e72f-4b13-b175-11875035399b,18828,50.468378,-104.642238,62,4.2092
0b125a0f-1bf8-4ba0-a051-e43a417f02b3,18831,50.411618,-104.595442,668,21.9927
0b132e98-6b50-4be5-a8fc-cb672ed40065,18943,50.450538,-104.659143,10,0.2163
0b135598-4c56-4049-83dd-942a47bae250,18935,50.416744,-104.607745,276,16.7939
0b1396fb-9732-4f70-9280-9309b069e15e,18825,50.435978,-104.606346,276,5.714
0b1c78fa-e5e4-494e-a24f-8f118b444379,18879,50.430638,-104.537309,165,4.5307
0b1cc9a9-b08b-4b08-bf91-bace891d998e,18916,50.497902,-104.657465,52,3.3963
0b1d37c2-3b92-48fe-8691-feaada487be4,18863,50.446458,-104.64312,64,7.3597
0b1dacbe-d77e-4983-9023-a703104dd1af,18866,50.457443,-104.537162,630,20.7358
0b1e135f-8093-4ab9-be9f-4ff7709ce937,18834,50.411275,-104.595228,74,1.3462
0b22b975-f944-46ae-84a0-f3dd7878691e,18936,50.440505,-104.572316,208,5.7163
0b29d5b1-af20-4007-ac1c-8ffaceffa4b6,18820,50.488013,-104.63811,323,2.1726
0b2f71a7-d089-490d-8f12-32b289648944,18866,50.407939,-104.608829,252,3.7175
0b30d20b-e4dd-494f-95e7-12e5af277b45,18927,50.496803,-104.612715,301,4.2541
0b3487c0-5391-418f-9ab6-9c3b70d459a5,18933,50.469725,-104.63116,203,5.346
0b37068e-e218-4771-809e-16d487f90b41,18895,50.428631,-104.535356,260,13.372
0b37c924-eb4d-4b95-a062-548ea7361e86,18948,50.490323,-104.65303,88,1.8926
0b39ba5b-7c12-40d2-82bb-2883565479ef,18882,50.445951,-104.543379,158,10.0008
0b3ac029-180a-4525-bd79-b387996fb7fb,18933,50.443548,-104.534169,442,17.96
0b3ebe84-dc95-405d-8c5c-247f25490200,18924,50.474011,-104.632263,104,4.6595
0b3ee805-924a-4056-a455-d36b8e961977,18934,50.421024,-104.605798,166,4.7405
0b3f52d5-728c-4bb9-a877-eea79d157991,18871,50.456326,-104.534535,204,5.4436
0b405acc-d41b-4007-9ab9-ca18c4a5c96d,18832,50.487701,-104.679064,220,2.9171
0b4084d2-705e-43d7-8b9d-2fd96ad92709,18858,50.449352,-104.539404,159,1.9979
0b408ea8-5125-4aac-8034-ded8938d71a2,18863,50.445506,-104.628265,51,6.1681
0b426576-291f-462e-93c3-6629f269305c,18839,50.497488,-104.605035,226,2.6518
0b426dc6-ed20-46db-a29d-a554c81fb518,18932,50.455173,-104.56006,176,4.1761
0b439e1a-cc8b-468c-9634-8b6cd4c9adad,18843,50.480771,-104.666661,202,9.4661
0b43f689-68c9-4e75-b358-b5fac9b8c7a6,18843,50.475069,-104.673265,339,10.5529
0b44cefa-d4ed-4da7-848e-c19744a36c6e,18835,50.415674,-104.587178,121,1.6749
0b45479c-7865-4acd-8d66-9ada2a3c35f8,18833,50.495691,-104.651965,708,19.9331
0b4eca67-4563-4cf6-af24-704537d58b1e,18827,50.415459,-104.613173,8,1.102
0b517a7c-efe9-4eeb-bf2b-20678dd0f6bd,18835,50.472828,-104.631178,276,13.2353
0b532c88-c14e-4260-a010-d5e4e8b55aa6,18833,50.414261,-104.595823,137,2.6519
0b555dd0-94e0-49d1-8337-65025f8aec47,18933,50.443577,-104.535265,433,17.8796
0b5576cc-d659-45cd-b098-31988659c985,18871,50.448168,-104.537751,338,7.8665
0b574c07-a4b6-4d0d-a61c-2127be251e66,18888,50.431307,-104.635481,316,15.9239
0b5a3c29-5236-40dd-9b53-635418a09f73,18927,50.488591,-104.613353,463,5.2949
0b5bd5e2-83da-49e5-99fa-c2edc7b91412,18814,50.455093,-104.625386,57,5.5627
0b5d9324-08a4-4802-9daf-7afdf35b557e,18915,50.494907,-104.681911,352,2.7388
0b5dc8a2-8f71-42bf-80da-c0a96cd45780,18938,50.436452,-104.630939,264,7.0855
0b612335-cebe-420c-b620-2d04140c0c7b,18841,50.47506,-104.673154,45,2.8895
0b61fe8a-4471-413e-8389-37ea2ec8e813,18909,50.426446,-104.634789,108,5.1479
0b67ef63-86e3-44fd-ae9f-a371a56f5aa9,18889,50.480887,-104.666123,6,0.0572
0b69d921-38fe-4bce-9271-ad2049e7a636,18827,50.437709,-104.60643,295,5.9039
0b6bbaf1-fcdb-4a48-8d39-28e61608f2ac,18880,50.430154,-104.537301,416,16.2592
0b6c2d43-555b-4b89-9827-2ae0d6147693,18900,50.445925,-104.538608,320,6.3715
0b6e617f-98c0-444c-b844-787ca9f4e1ee,18830,50.414624,-104.59571,635,21.6592
0b74bac8-69a6-400b-8588-a5023bf0097e,18858,50.447774,-104.538634,99,1.5943
0b7508b7-b5a3-488d-a6e2-5589bcc7aab5,18870,50.404944,-104.600266,211,2.8646
0b77b0a9-08fe-4ef8-9c2b-703a61cee327,18830,50.4919,-104.681444,119,1.5178
0b7b85a1-f43d-43fd-abc9-d1a8df19ea66,18873,50.405185,-104.626671,301,19.1004
0b7c773f-48d1-4fe8-9a00-af2463d487a2,18891,50.443965,-104.613687,173,7.5035
0b810cf4-516a-4929-a20c-20d7afae752f,18828,50.487704,-104.674014,141,8.7267
0b827f91-a73e-415a-af03-520b348594e9,18824,50.448786,-104.613661,425,10.1524
0b83e574-6b39-4dcb-8343-c80764479690,18831,50.493992,-104.671706,53,0.5914
0b856278-4b97-4b94-bdf6-2a652291ec2c,18840,50.488556,-104.613241,471,4.2732
0b8606e5-ee42-4573-955a-5d24785284c7,18843,50.480891,-104.662606,168,9.169
0b861a1f-bc52-4e44-9be5-03ddbf19a0b5,18909,50.440866,-104.63116,198,8.3004
0b8765cd-5fe0-4ae7-9f9d-a44d6f32f643,18824,50.491115,-104.643946,113,2.2498
0b87ce1b-e0e1-49d4-9e75-84f357cdb28a,18852,50.449234,-104.539517,115,1.9415
0b8876b7-7334-48d5-ae4a-e20464961fd0,18885,50.429148,-104.535959,22,0.0702
0b892adf-38c6-423e-a826-54c208d3b92b,18831,50.416102,-104.583978,601,20.7233
0b8ac01d-ba29-4ee8-88fd-e26dc2842245,18895,50.428676,-104.535317,265,13.3781
0b8bfa03-2fab-4216-a73a-7d539b788d2c,18880,50.44567,-104.544095,147,9.9397
0b90416f-aced-4ef2-854d-0e3fe37bc3ea,18932,50.491846,-104.681562,580,19.6739
0b9247d3-214c-4ff5-b31c-176f224f00af,18885,50.421576,-104.547184,134,1.5758
0b93de48-0733-41c6-baf7-e41cf77fd295,18810,50.496977,-104.612179,282,4.2109
0b96211d-1563-4c06-bccb-ad5ac14a9595,18833,50.42175,-104.603413,220,5.2324
0b966229-df71-4180-9219-d798076419b7,18828,50.488388,-104.686012,188,9.6034
0b966767-dd81-4ec1-bd8a-662fe8433b34,18880,50.443968,-104.606433,17,1.9227
0b96b945-733e-4bfb-9a58-226c28fa8526,18843,50.480973,-104.690215,361,12.4973
0b9761e4-ed59-4a03-85b0-c12e3fe04f69,18926,50.425435,-104.596592,170,2.439
0b98cf80-b58c-43a7-9cb5-4e3546dcc156,18898,50.421745,-104.548281,169,11.8826
0b9b97fb-15e0-4e24-b1c0-04886de602d1,18901,50.445528,-104.544306,364,6.8055
0b9d11ee-e17d-4690-97a5-ea13bf97f2fc,18858,50.44781,-104.538446,91,1.5802
0b9dd97b-6c8d-4364-93d5-d8f73cc2a927,18890,50.401796,-104.622667,283,12.0724
0ba07c50-4b76-4062-b5c9-74895d6cddc2,18899,50.447106,-104.559759,107,9.215
0ba121a6-cb68-41da-9cdb-81b45d0619dd,18926,50.428444,-104.601838,196,2.942
0ba39488-13ea-4e7e-bb9d-c9bc1ce2bf4b,18858,50.460015,-104.530478,311,4.5804
0ba41fd9-c8c3-4d21-bd3f-c5f39bebc0e8,18835,50.41981,-104.583813,43,1.014
0ba610e6-ff9f-41b6-89cf-35436316a2c7,18922,50.429153,-104.535948,384,8.4702
0ba8d7ab-8afc-43d4-bec9-46afb8477b4d,18883,50.450383,-104.615141,7,0.5937
0ba9bfe0-e19f-41ca-8df4-cc89789bb47a,18926,50.470739,-104.623969,338,9.2652
0babbf87-a451-4793-abda-212ad76e2b24,18938,50.428355,-104.629686,200,6.1616
0bad489a-0ec9-4a03-9db9-dd76b0abb754,18836,50.474003,-104.632207,279,13.1221
0bae1739-389b-4533-a2eb-51ee292f12f4,18913,50.442415,-104.602024,92,10.0979
0baf3df0-0b27-446e-8ba5-f2b7ccc5dbdd,18927,50.488564,-104.613275,475,5.3023
0bb18439-42fa-44ff-a1c1-abdf82274f2c,18916,50.502292,-104.655379,91,3.911
0bb36817-2c74-4e26-a069-ca315d7c4485,18842,50.480887,-104.666123,204,4.2008
0bb522ed-b1e9-414c-b629-3970a68104eb,18873,50.401802,-104.622194,348,19.9041
0bb92362-f9a3-4d45-888e-f138cbbc153e,18836,50.474019,-104.632301,291,13.1305
0bb935d2-672b-43a3-ac90-6cd4487afdc8,18915,50.495302,-104.683376,330,2.6238
0bb9e07e-706f-4ff4-8169-8f1eb4aa64db,18847,50.44358,-104.547235,157,17.5883
0bbcedae-ef5f-4e0b-9290-da28b9fe9200,18915,50.503668,-104.668917,112,0.5423
0bbe46ea-e5dc-44af-b0b8-fcd33e15c657,18873,50.444876,-104.53196,2,0.0963
0bc0a239-e44f-4c61-a12f-a410f7a91a7f,18934,50.417081,-104.621042,1,0
0bc2ddc2-20fb-46fc-81c7-1f862f2968c3,18888,50.422541,-104.640909,382,17.5694
0bc3d99a-49f5-4362-98de-6bcd1211e93b,18810,50.492385,-104.602735,48,2.1524
0bc3eb37-6683-45f2-8e8a-8ddd44458325,18942,50.424653,-104.542598,57,0.9004
0bc5cdad-bf7d-4009-a525-c26160f0452a,18831,50.416128,-104.583898,595,20.7165
0bc5d868-e3aa-4368-bf9c-6a442825d37b,18951,50.438629,-104.63781,45,4.5098
0bc69cf7-ad19-45c0-b708-4a41a5e3f696,18852,50.401807,-104.622778,906,24.9246
0bc6b607-38be-4ae1-b5b7-939b6a74a3f0,18905,50.435815,-104.629902,173,11.881
0bc83838-a8e8-48d2-8d28-2a1f6773636a,18926,50.415069,-104.595513,97,1.2351
0bc85461-656b-4644-bda3-c4bde914879a,18823,50.488614,-104.624615,28,0.4264
0bc9c906-3474-4cea-8d66-ed4936b1e502,18939,50.428762,-104.535344,260,9.555
0bcee83b-f99d-45b9-8ac2-7f048317921b,18901,50.428897,-104.535241,46,0.1353
0bd04fa4-d6bd-4fc4-bd93-6400ca72b891,18858,50.449222,-104.539565,121,1.9719
0bd1c5b7-3fde-402f-af7f-acd5a1927949,18832,50.413894,-104.595896,497,19.2189
0bd2ae3a-4495-4f16-807b-004907fb6610,18918,50.503364,-104.656014,91,1.4864
0bd34604-d9ce-4b7b-b4a4-ee8a2602619d,18823,50.490963,-104.6385,244,1.8357
0bd6efa0-d3c6-479d-9d98-60e0edc80c32,18933,50.445869,-104.543658,368,17.1464
0bd6f227-63d8-4425-ae54-e00d3888587e,18833,50.490825,-104.643739,579,18.7406
0bdb855f-aed2-484a-ba8e-386a837b1076,18871,50.457096,-104.530991,140,5.1596
0bdc3dc3-2ca3-4590-ba64-673c8d03b0a8,18933,50.44548,-104.530104,449,18.8251
0bdd0c73-8282-4acb-8e2d-00f737564a56,18890,50.438661,-104.637967,54,4.5223
0bdf35a3-2375-429e-9a90-7135c48ae51c,18948,50.487728,-104.652819,71,1.6069
0bdfd40e-f6d1-4dbe-82d8-640d8bf2b60d,18907,50.466597,-104.671478,274,18.1101
0be11e57-5fa3-407e-acce-6e9ba4d3d976,18833,50.491136,-104.643987,633,18.7885
0be62d80-a040-4bd6-8580-91ad50f5e942,18942,50.423317,-104.551218,143,1.8477
0be86d4e-1b18-4807-9a30-935acf6ff1a5,18895,50.428624,-104.535368,259,13.3706
0be877ab-3903-4782-bc58-3c34205e3a5e,18932,50.446206,-104.549216,150,1.996
0be8ddd6-8151-4fcc-9503-3e99ebb2687e,18906,50.475001,-104.664024,19,0.644
0beed490-1686-4b6d-940b-e44d06b9825c,18880,50.432809,-104.539623,399,15.8056
0bf2e5f4-f366-420f-975e-c1efd7381f7e,18933,50.486219,-104.65254,89,2.1452
0bf4977b-f68b-4ef8-a369-e483ea09be86,18940,50.449219,-104.539587,150,3.8494
0bfb3f03-b994-4700-bcfa-800b98d0dfc3,18819,50.491227,-104.62403,187,8.5393
0c006181-e8ff-42e0-b3a0-38e9c0e5ce92,18852,50.430004,-104.618067,448,17.1526
0c00c815-258c-4558-b836-769daa369424,18933,50.489366,-104.653159,70,1.7973
0c00f9a0-f645-48f6-867e-730b5682d21e,18824,50.485775,-104.646479,276,3.0114
0c030eea-31b2-4b30-a613-336f5ad9b7d8,18927,50.495512,-104.597193,116,2.9642
0c035208-8609-4ed7-b943-f7988fc85fdb,18951,50.401526,-104.622146,208,12.4378
0c03a843-277f-4ba9-b8fd-de5216f1884a,18951,50.401806,-104.622584,275,12.5121
0c04b78d-6810-4c2e-a066-b647a659ffa0,18938,50.437715,-104.585053,351,13.7645
0c0576ef-a9fb-4a3a-bc4f-320c3bfbebef,18949,50.402351,-104.613011,254,4.6366
0c064464-e847-4366-bb32-b2f48995380d,18830,50.491549,-104.68215,141,1.5834
0c08e2d9-31d0-403e-8809-a8400177a758,18888,50.479871,-104.67056,65,0.4799
0c0ad195-5dfd-4f6d-9fc7-3aa5c27540dd,18840,50.492054,-104.602082,59,1.1865
0c0c3517-e1b0-47ca-98ac-7ab22eac4088,18901,50.436907,-104.553451,147,2.1856
0c0cc82f-1cf7-4744-9fd5-63f09aa6907a,18891,50.433243,-104.629685,57,4.6657
0c0d37f9-7b13-4a0b-ac8a-09eaa96019cf,18834,50.474046,-104.632388,441,15.3729
0c0f6512-d90c-42eb-ac79-5999240d18e7,18946,50.402954,-104.601197,181,2.663
0c10272f-29f9-462d-b2a1-7738a553741f,18880,50.443763,-104.546298,123,9.6753
0c102739-5497-4cfc-964c-c0ac02cd254e,18871,50.457124,-104.530932,138,5.1536
0c1078f1-4551-4565-bc18-547a44c550da,18834,50.474024,-104.632323,432,15.3669
0c127233-e3d2-43a6-83a7-f7bbd1f57e65,18832,50.461388,-104.628267,348,9.6878
0c13202b-23dd-4596-920b-4c46994092e9,18931,50.491437,-104.624518,212,8.5834
0c159489-d3cd-439a-80bf-03d12bc5f768,18924,50.434057,-104.604982,327,11.0558
0c1a2590-3484-4370-b611-c90cc0951ec5,18847,50.415435,-104.621027,38,5.5332
0c1a86e3-058e-4260-ab02-73aebefe397a,18933,50.447173,-104.585067,255,11.4892
0c1d6856-f4b5-4eae-ae56-6b8e08b0b3ff,18833,50.42099,-104.605961,256,5.4389
0c1fcdf6-b0bb-4948-8db3-6272d644d116,18884,50.433203,-104.573828,218,7.302
0c25ad9a-7657-4e8f-bd1c-0697ec190535,18824,50.48643,-104.643761,189,2.7724
0c25dee6-2491-420e-ad35-bc06520d58e0,18936,50.445601,-104.544204,103,1.2529
0c2617a1-62b9-4a0e-a683-eea5e9e4de75,18885,50.421575,-104.547138,133,1.5728
0c2673c0-7fb9-4ebd-8122-c2c32d15965c,18827,50.422422,-104.594088,108,3.517
0c2a7fda-c8e0-4328-ae4b-351154c5826b,18839,50.493986,-104.614563,353,3.57
0c2c7e43-78e0-450f-91f6-b4e1facd45a0,18946,50.401554,-104.611692,84,1.8172
0c2d44f4-a705-4e8f-859a-4a1a3ec469ca,18932,50.491984,-104.68097,620,19.7228
0c2e6899-c23d-401e-9bf2-25db95b33b90,18888,50.401819,-104.622542,495,22.0539
0c2ffa93-19ed-410d-9ca6-a5d4756db56d,18917,50.503069,-104.663097,227,5.3205
0c306913-2caf-47a6-93f3-809cd725c125,18870,50.401336,-104.609433,108,1.9491
0c308c2d-ce70-4ce7-9c04-77b4cab09e47,18810,50.49699,-104.612115,280,4.2055
0c31c270-800b-4b57-a2a8-09ce008682e8,18831,50.419913,-104.586222,515,20.1226
0c324345-ab5f-4d23-8640-2d90b36b1768,18914,50.450364,-104.599126,39,4.5449
0c33fa9f-ac18-4507-b4e9-a0e4e0db4df7,18926,50.428395,-104.601763,195,2.935
0c346aaf-286f-44a4-aa30-8d170909fe08,18936,50.44354,-104.534883,23,0.4423
0c357789-794b-4d10-a2f7-9aebd9287b04,18839,50.491995,-104.600181,89,1.3276
0c3648f3-2e7c-461b-a2b9-7d8315940d71,18942,50.421878,-104.548634,133,1.6025
0c3b2001-bc42-4214-bbe2-237822930bc6,18840,50.492394,-104.602708,42,1.1217
0c3df72b-74e1-4b02-92a4-3a9524f22c4a,18921,50.443706,-104.549229,94,4.2622
0c3e44dd-1c9c-41b4-8a78-73b4521816ac,18830,50.49198,-104.681082,95,1.4884
0c412b3f-cec6-4202-9166-5cab8ca80919,18852,50.403448,-104.600535,630,21.9589
0c42291d-ed65-4e7f-ac3e-2e550b20ab3f,18858,50.449298,-104.539423,147,1.9909
0c43a2d7-fa30-47fc-9ac2-fd97b7c6c544,18932,50.487563,-104.656093,414,16.6094
0c46701f-4757-4fd8-9d26-9951248dd53f,18901,50.445477,-104.530142,247,5.4888
0c4728a4-2be7-4bbb-8ae5-bb46ea9c9946,18901,50.44358,-104.547446,402,7.1355
0c499624-2fcc-49c4-a79b-0ed3867fe112,18930,50.488274,-104.63845,38,1.2174
0c4c507f-bc6f-4ff4-bf31-84c133176110,18947,50.49435,-104.671806,62,3.1799
0c4e20dc-c140-4b74-80ca-26cc112febcf,18933,50.474196,-104.632576,130,4.759
0c4fca5c-787f-44d9-9be0-43b2f09a2cdd,18866,50.456227,-104.533864,611,20.4422
0c512246-afbd-4b02-8a4f-f967b141a3b1,18836,50.485775,-104.646479,389,16.1751
0c5141c9-3c5b-435b-8f8c-924a61a0ada7,18832,50.466289,-104.643524,322,8.0469
0c536138-d2f1-4e77-bf7b-26e10a7c435b,18904,50.401885,-104.62227,83,3.0452
0c5714cc-b6d1-45f3-8136-06dac26a6f22,18933,50.445755,-104.538247,407,17.5519
0c580d80-b464-4fbe-8706-c48f8415accd,18935,50.415877,-104.609027,316,16.9356
0c5884fa-a8de-4827-b1a9-d757696c5ec0,18811,50.455185,-104.686847,101,12.2506
0c592a30-2d32-462c-8031-2e37be1ed41d,18919,50.463605,-104.598634,83,3.1826
0c596c65-fdd5-48d7-91bc-2ccac32907cb,18830,50.495635,-104.669655,25,0.2768
0c59702b-c5f7-4ab1-8713-16a60af00e74,18934,50.416744,-104.607745,54,1.5878
0c5c4d3f-e1b3-45f6-a065-9ac5647791aa,18852,50.458749,-104.529712,278,4.3939
0c5cdb00-810c-4a65-b333-fb7838a25ce5,18830,50.491487,-104.682439,160,1.6071
0c5ce95c-27a5-4954-94e6-8484280e5e6f,18873,50.401806,-104.622584,395,19.9466
0c5ceb70-1946-46a3-85d6-5961a03a91a8,18922,50.428974,-104.535324,401,8.5234
0c5e0299-4f6d-4d43-a2b3-cb9473f2c7f4,18891,50.47495,-104.664046,257,17.1822
0c5e0424-2533-4ceb-be46-5b346924240f,18952,50.438679,-104.638186,140,7.7567
0c5e0640-6626-4a56-a096-3a6e62eb6100,18833,50.438953,-104.618075,296,8.4294
0c5fdc49-79f0-48c8-8474-74f10b926e6a,18900,50.440524,-104.546678,196,2.8943
0c605af4-4eca-4b63-86c7-0a75e2cae2ae,18889,50.479827,-104.670387,61,0.4669
0c6529b5-eacc-4bf4-86f9-82ae84ca85a0,18887,50.439455,-104.606431,65,5.2982
0c69a70f-035c-4c94-b375-d90a96d80f36,18924,50.473853,-104.629353,154,4.8742
0c6a69db-7643-4fdc-a4ad-2f41641b7d07,18947,50.467245,-104.678282,407,10.5871
0c6b68d0-460f-4b49-a5e6-b4fe96d17252,18952,50.426396,-104.634946,80,5.5641
0c6bf42f-619b-48f5-8d3a-a6ddc6c6fce5,18900,50.443577,-104.535265,288,6.0121
0c6effc3-0954-41fc-864d-786765eb4a63,18858,50.464127,-104.537197,333,5.545
0c7403ce-4f10-461a-b7ff-80bfd2cf8277,18871,50.449246,-104.539486,258,7.399
0c764af3-6b8d-4012-ac18-69b09c85dafb,18825,50.469585,-104.641753,387,12.4352
0c7784a2-afa4-42a6-8cb0-bc1968be874a,18834,50.494596,-104.652376,765,20.1963
0c77cc1b-0450-4690-a13e-95d6affd5dd2,18927,50.496563,-104.597816,141,3.0876
0c78672e-783b-4b61-a4aa-4dc4427cbdf3,18939,50.424418,-104.553509,133,7.5701
0c7985f6-16c0-4718-9181-d85bdb53afcc,18834,50.491034,-104.643836,674,19.156
0c7aee9a-8ab2-416b-9bea-f362822bff3d,18835,50.474088,-104.63247,323,13.4661
0c7c7d1c-a070-4739-8a49-c9660eb6fc5e,18866,50.455169,-104.56161,417,14.7772
0c7d8a86-e2be-43ca-867d-791160cf8083,18841,50.474652,-104.67002,82,3.1953
0c7f1ecd-ce3d-4deb-9dc1-4e38294f444a,18836,50.406797,-104.586781,49,0.5456
0c86ebfc-85b2-4519-9f23-ef17c9517ddb,18926,50.474206,-104.632582,503,10.047
0c89c0e9-d2af-46fb-ade8-70fc479531cc,18923,50.41224,-104.595726,48,0.6285
0c8aa5dd-2ccf-49f7-a608-733aed6659a3,18938,50.401876,-104.622251,76,2.3826
0c8be293-c8bf-4816-ad73-1dba57a1533f,18883,50.444032,-104.566308,112,10.3339
0c8c72dd-70ff-41c5-a2ac-82d8bf54c1e2,18932,50.443552,-104.535075,26,0.4565
0c8dee8d-55b3-47a4-aeb4-85073227f6b6,18847,50.445411,-104.530506,295,19.6677
0c8fd460-28a8-4e56-8836-34160c286f51,18934,50.467245,-104.673429,345,17.0077
0c90b186-30cd-4072-90e8-b196cbb98d79,18919,50.462988,-104.600121,34,3.0511
0c92b680-a61d-4206-a4d5-7d468be4b15c,18833,50.474145,-104.632539,406,15.0068
0c92fb20-68e6-4a45-8daa-e605a7d036ef,18842,50.47973,-104.681709,25,1.87
0c9325f5-44eb-4744-925c-0b51571f1f7a,18884,50.428959,-104.535981,4,0.045
0c9974eb-958e-4753-bf6c-4aeef1724a48,18833,50.417078,-104.593806,163,3.0679
0c9b002f-fd00-4f37-ac51-598452d9dafb,18883,50.442515,-104.574305,42,4.6796
0c9c8878-8f12-446e-a033-875ece408e84,18825,50.426801,-104.600858,150,4.6001
0c9da18e-840a-4b68-a0a2-1c2f4738f2db,18820,50.490832,-104.623695,90,0.6961
0c9f3c18-1d81-4e61-9644-42d9068f7a78,18852,50.401421,-104.603391,661,22.2638
0ca10ed4-346a-46df-9363-ec1f46ee5908,18942,50.435694,-104.554233,229,5.7761
0ca5bc24-77b6-40f8-b92e-b0f6a693cf9f,18852,50.401905,-104.622367,875,24.8895
0ca65101-c63c-421d-97da-988b1eff95d1,18840,50.496478,-104.613197,313,3.2721
0ca76428-a832-4d6b-872c-f4b78ccda474,18940,50.439072,-104.541084,123,1.579
0cae1ad3-449d-4d4d-8452-f7973c322ad4,18926,50.453432,-104.618097,316,6.938
0cae4836-542f-4b74-8856-f3d18527a22e,18831,50.415165,-104.595462,629,21.5974
0cafc7d5-5cb5-4a5d-820c-bd7f2b0f3286,18934,50.467205,-104.673172,325,16.987
0cb1f7da-ded9-46d0-aaa0-fe2042779711,18830,50.419913,-104.586222,515,20.1226
0cb2a4f2-2068-4d0f-b370-ed1d1160e471,18949,50.401881,-104.622261,371,6.5095
0cb3dc91-4f06-4bd3-b86b-88ec447f786a,18927,50.496764,-104.612794,304,4.2614
0cb54fb8-fce1-4a2e-bfb8-f00605f2761b,18815,50.460248,-104.686855,5,0.453
0cb882af-14f2-436f-980d-7813111d2ad8,18832,50.491872,-104.681512,124,1.524
0cb9e2b4-eb4b-41bf-bc1e-754082468df1,18900,50.437781,-104.552059,156,2.3245
0cbc15d0-a9e5-49ce-b04c-fbd431603014,18936,50.401511,-104.622131,458,22.0585
0cbe12b0-8971-4e6e-8729-9703f083c895,18870,50.403573,-104.600414,180,2.7113
0cc16eab-897b-40bb-84b9-d4174e34bb83,18833,50.4072,-104.583184,64,1.1185
0cc25023-a3ba-4f64-87a1-cff92c40e369,18834,50.41981,-104.583813,175,3.1092
0cc26d0d-87b4-4d90-93f6-dd43ea310f81,18830,50.477016,-104.65883,272,5.5995
0cc96285-6459-42f2-9c8d-84a4fb2385c2,18824,50.416685,-104.60805,691,16.574
0cc9a4de-d2bc-4d4c-9aeb-8e45c30ef67d,18891,50.440768,-104.615396,169,7.0315
0cd0c95d-0e1e-44db-902d-fdc56202db45,18922,50.428951,-104.535966,364,8.4426
0cd1a8c5-d5ba-47bc-aebe-c2c7d3d09a14,18949,50.404958,-104.600264,100,3.4185
0cd1e4fb-a178-4fe9-a454-abf8e1e41caa,18934,50.480771,-104.666661,434,20.3111
0cd28002-65db-4efb-87c6-be92232d94ab,18821,50.478856,-104.618306,41,5.6071
0cd67089-adf5-468b-ac8d-a6d6b4f1ac34,18840,50.48986,-104.615481,445,4.0514
0cd84984-224c-4b3c-92e0-4f1389eb8fb9,18948,50.480891,-104.663953,1,0
0cd8e2d3-8872-4f75-8bfb-a8756c67d55e,18824,50.490924,-104.64376,147,2.2813
0cdf3d2e-7009-42d0-82cf-ecb554ccaf54,18810,50.49234,-104.602997,21,2.1307
0ce30e65-a4bd-4a85-ac28-6291c40f1eca,18898,50.424298,-104.542993,230,12.507
0ce3c0fb-c0ef-4db7-aa38-b26c1e2dc7e1,18847,50.447173,-104.585068,90,12.3064
0ce60db4-8f64-4214-8a22-89371051f038,18916,50.495874,-104.658415,13,0.5399
0ce689f1-519f-45e9-bf41-85427fbbbf4a,18921,50.414443,-104.595771,558,13.5113
0ce68a21-d65b-41b9-bde7-25c378c29000,18825,50.474033,-104.652522,403,13.7162
0ce86f3a-788c-426f-a851-674794d0773d,18852,50.401795,-104.622676,895,24.9172
0cee0198-46cd-4ecf-b582-4d49eb104270,18931,50.482092,-104.620394,44,6.1091
