entityid,shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0132cf13-8dc2-434a-9765-78aef7374181,18810,50.493737,-104.614915,399,4.6461
01340095-a2b0-4962-9af4-4384970c8422,18810,50.494805,-104.614507,336,4.5117
0139aca6-a90c-45e0-add3-ffc3dd27e5ab,18835,50.458285,-104.622487,261,11.0213
013a395e-ce31-4d00-92d1-cb9a5b334b28,18884,50.427517,-104.539214,87,0.5887
013d64ac-e42b-42d6-bddc-757ecfb5dac8,18842,50.480978,-104.683569,22,1.6077
013de747-fa4e-4458-83e4-1145e1094368,18931,50.488956,-104.624038,118,8.2756
013e09d1-5c38-41b9-94a4-e39b76e9c7d9,18836,50.461384,-104.626816,259,11.3561
013e8364-8b58-426e-80dd-c6da42e93d53,18895,50.426861,-104.5723,103,9.8992
01459093-833d-417d-9325-05e61dd5780f,18907,50.431321,-104.635485,106,5.8857
0145cf6f-4904-462f-89b3-ce86c48b2d31,18830,50.421001,-104.605889,434,17.5594
0147c6fd-a10d-4af2-8e5e-cd774ebafe63,18939,50.428778,-104.535366,262,9.5579
01491ad0-7dfc-41aa-9ef7-7ae1df55c4a3,18936,50.445577,-104.57228,177,3.9472
014b117e-2112-4363-afaf-44372bf74ce7,18826,50.416736,-104.607815,52,1.5825
014d3dd4-2679-424c-b86c-f9c83d2b7bb8,18935,50.464543,-104.625382,71,5.6378
014d8a1f-23d2-4fd9-98b2-6c5460eca350,18819,50.49149,-104.634884,238,9.3354
014dfcff-ed7a-45ae-9e86-1be7c12e6d1c,18952,50.438634,-104.637827,160,7.7846
014e755c-0f36-4a2c-b895-b913162cc4b4,18927,50.497386,-104.598738,156,3.2003
0153a17b-9ead-4a0a-8b3e-cf10d330a690,18895,50.426737,-104.572398,120,9.9181
01544798-6b82-43ef-8754-739ff70f6ec9,18825,50.416744,-104.593865,74,2.8421
0154fcc7-a3a2-4b0f-8d45-d43dc0c33571,18820,50.491492,-104.632132,167,1.3451
01563263-457d-40f4-bd38-825e9f2daf64,18824,50.475544,-104.642421,303,5.1618
015b59e3-3c81-4d80-b260-c67e69a36aed,18890,50.42631,-104.635485,145,6.7732
015cc377-b55f-4241-b6ad-77b657be3cd4,18843,50.474852,-104.669894,271,10.2114
015f3b7a-bb12-46cb-bc0a-75501e48c6c5,18938,50.401535,-104.622156,39,2.341
0161dcbc-61b3-4283-8197-dfe945525a85,18927,50.49781,-104.604007,223,3.6015
01620e86-1e0a-4f59-a739-fa988bb7ed71,18923,50.406974,-104.582494,91,1.9473
016315ba-28cf-4fc7-8273-f9b5da53fef6,18835,50.495691,-104.651965,639,18.4028
0164bc3b-dc9a-4e2f-b727-08cdf852c8e0,18949,50.401873,-104.622247,368,6.5085
0168840a-e791-41f5-b425-a7143f141de0,18834,50.416163,-104.583827,229,3.5182
016ab08c-e583-466c-9e0a-f283b2ee88a1,18900,50.437491,-104.558398,416,8.6066
016d3889-8f54-4972-bba6-ef5d1a54bdc6,18933,50.474267,-104.632601,116,4.7506
016d411d-78ed-4c75-89b3-ca3706f456eb,18932,50.491983,-104.674895,637,20.1628
016e8b07-63b7-468c-87bf-1a3d00063794,18840,50.492058,-104.602095,58,1.1851
017099cf-e46e-4a5c-9ce0-89a79fcb1936,18820,50.488475,-104.625119,12,0.3866
01714a2d-a37e-40a4-a389-91809f460449,18921,50.417243,-104.593752,608,14.5265
01730b6a-b63a-4fc6-b554-e891bc48192d,18945,50.401799,-104.622733,153,6.1248
017426dd-f37d-4dc8-87a2-b43b75449232,18940,50.449229,-104.53953,158,3.8544
01746172-0f0f-41b0-a34e-14724863409d,18861,50.445505,-104.642335,40,2.0155
01754357-2d4d-47ca-b39d-4aae184b6edf,18825,50.435493,-104.606075,263,5.657
01781bd3-c3fd-47de-b598-8c423a5917cb,18834,50.42175,-104.603413,282,5.6194
017ad4ef-0c65-48bb-870f-e90986336405,18901,50.443548,-104.534169,279,5.9316
017b35e4-04a5-4df1-be96-401d61f60d21,18926,50.412695,-104.595855,71,0.9724
017be942-75a6-4c5d-a628-1028c92edb98,18863,50.445502,-104.629702,52,6.2731
017d59db-3432-4cc7-a2ba-ad18dd7c0140,18933,50.49111,-104.652921,63,1.6065
017dada6-e15e-4bf6-963d-54a14ebbe366,18840,50.494778,-104.614521,330,3.4817
017f27bd-7b34-466d-80e1-e0ed5c83b7cb,18825,50.491549,-104.68215,539,18.5144
01803f2d-888f-4899-a4a2-b93b72bfe0f7,18947,50.494868,-104.672117,59,3.1187
018164fe-44fb-4bf6-8391-ed594d99e63c,18842,50.48087,-104.66629,196,4.1881
01838db5-c868-48f1-9147-40a57e7665f1,18933,50.447173,-104.583784,257,11.5822
0189f805-c348-44d0-8625-ff4a5eb3be40,18852,50.411875,-104.609036,471,20.2168
018c1321-5f7b-4e33-8dd4-9c4d1eb49bd5,18841,50.46846,-104.618108,351,9.3913
018c6146-6acf-461c-9d62-6d604eb8c326,18910,50.477654,-104.561559,35,4.7232
018c6762-43a9-4003-95db-6675eb7e2639,18931,50.491189,-104.638329,292,9.5987
018e271f-606a-4629-922b-e2f82777e003,18858,50.45046,-104.532961,39,0.8479
018f0ab5-d347-433e-8d25-b7776c1d8d92,18946,50.402821,-104.613296,40,1.6298
019509c6-96a5-4bfd-b756-b147c536d1bd,18827,50.42677,-104.60087,149,4.596
01967406-02fd-45eb-8efd-886b56e3220a,18824,50.448796,-104.616577,423,9.9424
019a9a92-4ddf-422d-829e-03eeb859fe16,18921,50.43415,-104.537156,149,5.9965
019e8c07-742d-4106-97f0-aafb98cfcd5d,18888,50.443969,-104.609363,236,11.2833
019fc258-83a1-4ee2-afd3-2c58fb164a28,18841,50.472919,-104.62699,291,8.3296
01a107f9-3c14-474a-b7ae-4a18851ab61b,18834,50.415586,-104.60162,268,4.8163
01a4f63a-1303-42a2-9da4-d4b4392979d2,18928,50.455184,-104.676902,22,1.8323
01a77049-ffcd-4cdb-93bc-1ced38ba8356,18852,50.456225,-104.53366,193,3.9657
01a8f162-99a2-4f0a-a1da-dd4e42f5aaa5,18892,50.440769,-104.61809,167,6.8355
01aa9ca5-e5b7-4c53-a32a-72beaa69756c,18907,50.48086,-104.666351,402,21.5983
01ac6ff7-6da9-464f-bc79-04dec6efc6f1,18880,50.439887,-104.549408,326,14.0942
01ae9641-9c16-4802-89db-c46525eb5cd4,18833,50.486335,-104.643804,540,18.2481
01af448a-4d33-44c0-aa52-9fc9172f923e,18866,50.456286,-104.533225,584,20.3932
01aff28d-4c1a-405b-b207-c40f0c8e36ec,18921,50.413525,-104.595928,548,13.4104
01b4d925-c69d-4cde-996d-51392f44c700,18825,50.469851,-104.641695,390,12.4646
01b56cf1-dac9-42f0-bcf3-e688e0f0f048,18833,50.41297,-104.595902,123,2.5113
01b88fc7-5782-4b15-b4d8-0d848977ea69,18889,50.45685,-104.652463,193,6.1519
01b8a777-5005-44db-bdac-2d01a2e814f4,18939,50.426757,-104.572404,102,6.0812
01ba7d45-75b2-4d7b-8d24-d3b623b81eb4,18810,50.493373,-104.615344,438,4.7002
01bb0acd-3de8-4dbe-adb1-5af707001f2e,18842,50.478461,-104.669878,126,3.807
01c199a0-ef35-45d0-bddd-8827e501388b,18936,50.445302,-104.530807,1,0
01c47794-e173-46b5-a131-b7138ef32895,18814,50.455088,-104.626837,56,5.4577
01c56644-a0bf-432f-a2df-d80b96016d54,18942,50.426491,-104.572204,204,3.6076
01c72d4b-8119-4998-bfb7-35eb36decbe9,18933,50.455103,-104.618103,221,7.8871
01c7b189-2318-40f2-8d45-f9b2a80c8814,18935,50.416179,-104.608881,301,16.8998
01c8653f-0640-4667-bfad-92657e680757,18828,50.495724,-104.668459,367,11.8208
01c92691-23c6-49e8-aa0f-fb5aebd38468,18941,50.439072,-104.541084,223,9.2143
01c95706-b505-4720-a4de-eae38350d752,18843,50.473169,-104.626859,128,5.1373
01c9673e-ce02-4fed-8f15-d1e7507d8514,18916,50.501371,-104.65529,83,3.8095
01cce611-18f8-4990-b00c-c19d257f2fcc,18921,50.42172,-104.548199,372,8.4044
01cda7df-56a6-49b6-99d6-446a12a709ee,18949,50.404564,-104.616062,297,5.0834
01cf26f7-0ebb-44b5-b235-eda1a5accb0c,18921,50.428711,-104.535313,204,6.7375
01d08a76-0636-440e-97e6-777cd13c50b0,18900,50.440226,-104.549293,188,2.6678
01d63044-6bf3-4334-95f7-897aff032d05,18827,50.419897,-104.593021,90,3.1938
01db4244-cb7f-4bb7-845a-7251c3a1ebdf,18882,50.445819,-104.54379,152,9.9685
01dcc773-5ccd-4268-99da-64360eb8298b,18810,50.496693,-104.61292,309,4.2738
01e0b462-77f4-4c7c-88bc-97fdcf8fe08a,18921,50.449259,-104.539464,57,2.9482
01e0d8c2-cc66-428d-bb52-8b9757d361f2,18836,50.455093,-104.616568,246,9.7501
01e43d8a-a896-4dcd-b517-af5c6c0a89d6,18820,50.49037,-104.638542,262,1.9018
01e7d1ff-7ded-4018-b5d9-76fd3c148b02,18871,50.45704,-104.531129,144,5.172
01f002fc-f8dd-4085-8cde-2e18f144d142,18936,50.436762,-104.631126,274,13.3575
01f0cc0d-2255-487f-a8a5-90b5ac3d6b4c,18921,50.449266,-104.539454,55,2.9472
01f2ea9e-93f4-4d77-a5f3-fed4f499c11b,18932,50.491495,-104.682376,552,19.6005
01f30939-bb99-4d45-89bc-92eda340e620,18842,50.474645,-104.670028,82,3.3853
01f925cf-6faf-43c0-8099-6d4baa848c09,18832,50.414803,-104.595639,487,19.1171
01fa55d2-6fff-4501-9a07-62bdadf348ac,18888,50.426428,-104.63484,348,16.7154
01fa7553-6f08-42c7-a86c-a51764886b10,18833,50.407193,-104.583191,65,1.1199
01fe5980-9c81-4545-9c52-d9c01d7768e5,18832,50.421752,-104.603389,466,17.7638
01ff063b-28c3-4124-aa4c-07b1ba6e56b1,18820,50.489479,-104.623697,77,0.5484
02000df2-1da0-4bc3-9463-243f6f62ab88,18866,50.403472,-104.600508,168,2.4339
020111db-6dff-4e80-bfa6-c56a5aed6d6f,18810,50.493923,-104.614583,370,4.6104
02033031-04b0-48e9-8acd-dbd75be6fd5f,18934,50.420981,-104.606083,190,4.7643
020892ce-bf86-4eff-b583-1bfa241c40ed,18825,50.416217,-104.608842,31,1.4863
020aa3a6-f0df-4a88-a1cc-86600728ca6d,18833,50.486211,-104.643925,521,18.2286
020d3979-8403-41a4-966a-81950d9169dc,18921,50.422018,-104.576478,420,10.9541
02113700-c7ad-4700-b8e4-cab3a4857086,18941,50.4332,-104.537311,281,10.084
021302a0-d980-4099-a70f-d0b884b1f859,18905,50.401567,-104.622178,296,16.5756
021a4c53-0808-4f38-a26a-a85fb624ae56,18870,50.401429,-104.611392,82,1.804
021ab30c-3c71-49f7-89d3-b6ca45e683b7,18894,50.433202,-104.582178,38,4.8557
021b2df2-7a7a-4bee-beea-08bd17216c11,18852,50.402572,-104.613208,759,23.035
02208f53-75e3-48df-9b63-ac3eea78e5e8,18839,50.492,-104.601821,79,1.2081
02231a80-3b21-4060-8926-ca8158a056d4,18947,50.479837,-104.670425,354,8.005
0223c895-c448-4793-bf1d-f9dcbf8dcfb9,18941,50.460791,-104.532232,77,5.02
0228627a-e28b-4e39-83c0-1f30dad8ca09,18830,50.417527,-104.593638,496,19.3368
022a169b-4668-4f17-918d-57c34a7e6055,18834,50.492097,-104.652784,745,19.9219
022b2784-3266-4eb6-bfd8-273f634cae43,18928,50.467504,-104.606402,86,9.6648
022ee92c-75a2-4c28-838f-24473a12e3b1,18810,50.493805,-104.614731,389,4.6297
022f6d5e-ff46-4297-9788-0cfc151f751a,18824,50.487519,-104.643736,175,2.6534
0230a698-9660-4530-af3f-661bfa4af754,18880,50.445654,-104.538089,196,10.3999
0230bff0-df7b-4e70-87e1-5fcde5140e7e,18870,50.402424,-104.613092,52,1.6375
02356780-a889-4bb7-bde1-e02fbe6eeccb,18918,50.503148,-104.662693,152,2.0082
023582a9-b3a8-4319-8a88-a7c7090cf05a,18926,50.491242,-104.668893,558,14.3919
0236b050-c7cf-4848-8ba8-a7d93af75546,18938,50.443959,-104.63115,305,7.9103
023d81c6-9a33-4399-8ed3-c3cb97ce34b5,18835,50.421732,-104.603532,160,3.534
023ec05b-e3da-4f72-8d40-77c77c3289b0,18931,50.491239,-104.638267,287,9.5912
0240e7ed-0cd3-40a3-8e1f-1a46b6a24d25,18852,50.447169,-104.57226,396,11.2595
024101e7-54d5-479a-ae4a-22181ed00598,18847,50.446114,-104.539525,223,18.2662
024104bb-ae76-4e0e-a134-6491fdb36b18,18950,50.407428,-104.636909,33,1.5694
024127cd-047c-4414-acfb-d77e81ff015d,18887,50.450368,-104.610817,75,6.8082
0246037a-7606-4a85-82a3-2a6f1c8a5091,18871,50.464525,-104.53493,61,4.0056
02460778-1525-4ca9-ac28-bc7b374684e5,18926,50.412656,-104.590792,29,0.3258
0247e262-010c-4389-9f20-b7f5fb42df89,18921,50.43699,-104.537845,120,5.5632
0249d048-d377-4bbd-aff9-a170fd401bf7,18924,50.423584,-104.594748,398,12.4707
024aac85-e911-45ec-8df9-76efd3b72f2f,18922,50.424236,-104.543053,310,7.5031
024d11a5-2530-4710-840a-212a45722d5f,18893,50.450372,-104.609366,6,0.593
024f0301-c374-4f3e-be3d-8ca93c09bf4e,18852,50.40189,-104.62228,862,24.8811
025195c6-b386-4f28-8457-8c8c493a4254,18870,50.405119,-104.600206,225,2.8852
0251d4ea-beeb-4544-b239-179a01d1b426,18858,50.448663,-104.54056,112,1.8379
0252133f-e0c8-4eee-8949-219a60a94d4a,18894,50.424653,-104.542598,174,11.7765
0252e31a-76bd-4dff-848b-ea991b2d21ea,18927,50.492093,-104.60218,60,2.2099
